Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2016-08-03,3547.09,3753.56,3350.01,3706.61,236865.4563,860500223.53,3632.86498999
2016-08-02,4066.54,4115.84,3165.46,3547.09,201356.4967,782784443.273,3887.55493913
2016-08-01,4133.43,4168.0,4052.6,4067.0,190415.9853,784137952.638,4118.02586533
2016-07-31,4364.71,4365.83,4114.41,4133.9,161952.0699,681158077.66,4205.92387662
2016-07-30,4368.93,4375.83,4352.28,4363.73,44503.2786,194254429.511,4364.94648533
2016-07-29,4362.24,4388.9,4349.75,4367.63,67715.9724,295570406.071,4364.85507917
2016-07-28,4367.5,4398.9,4344.4,4363.32,60909.6607,266306251.918,4372.15129517
2016-07-27,4342.75,4408.08,4311.0,4367.5,86177.1158,375616279.75,4358.65457161
2016-07-26,4372.01,4387.43,4301.01,4342.75,147364.7607,640707773.908,4347.7678847
2016-07-25,4418.4,4425.79,4357.23,4372.0,83449.7038,365988401.862,4385.73638007
2016-07-24,4368.32,4434.8,4340.0,4417.18,79340.9387,347507784.006,4379.93033231
2016-07-23,4351.96,4380.36,4319.44,4368.23,82267.9191,358538346.118,4358.17934914
2016-07-22,4444.26,4467.57,4311.94,4349.75,115581.4099,507809087.261,4393.51871292
2016-07-21,4444.0,4451.55,4400.03,4444.01,86795.3566,384696118.707,4432.22003776
2016-07-20,4513.34,4514.97,4409.77,4444.0,107037.6666,478711306.434,4472.36306284
2016-07-19,4521.4,4534.38,4460.0,4513.29,43983.647,197943900.896,4500.39763405
2016-07-18,4541.86,4585.0,4481.88,4521.01,35524.2813,161232347.724,4538.6519255
2016-07-17,4431.82,4580.0,4424.01,4541.08,30537.3863,137079506.909,4488.90764791
2016-07-16,4427.52,4445.0,4408.0,4432.08,18655.1932,82671735.6989,4431.56684643
2016-07-15,4395.57,4455.0,4394.64,4426.6,21999.5051,97476216.8845,4430.8368048
2016-07-14,4376.65,4425.0,4356.0,4395.56,23145.1721,101660585.256,4392.30198058
2016-07-13,4442.24,4467.0,4366.0,4377.83,20007.0261,88636250.2221,4430.25613997
2016-07-12,4338.99,4508.39,4315.0,4442.23,24701.3626,108619008.387,4397.28812315
2016-07-11,4337.4,4411.57,4310.0,4340.16,20270.7664,88211959.305,4351.68348174
2016-07-10,4343.77,4360.0,4272.15,4337.23,22667.3612,98162725.3367,4330.5757768
2016-07-09,4443.31,4445.07,4183.89,4342.83,32645.8978,142049849.698,4351.23121955
2016-07-08,4279.99,4452.55,4270.0,4443.59,24148.5278,104711631.09,4336.14967992
2016-07-07,4546.45,4575.0,4075.02,4279.05,46029.2791,197886328.595,4299.14029643
2016-07-06,4494.19,4598.42,4489.91,4548.0,27393.7305,124306592.124,4537.77524474
2016-07-05,4579.35,4588.0,4436.84,4494.19,30785.582,139062926.044,4517.14461802
2016-07-04,4388.58,4595.0,4301.0,4580.14,36091.9172,161725333.751,4480.92942402
2016-07-03,4740.99,4745.12,4310.0,4388.46,44494.136,200677371.993,4510.19819764
2016-07-02,4529.4,4741.0,4519.73,4740.28,37978.024,175959267.647,4633.18648826
2016-07-01,4491.45,4600.0,4456.85,4528.52,35754.4118,161933532.179,4529.05037523
2016-06-30,4264.97,4507.0,4232.84,4491.62,32860.3809,143646538.429,4371.42036991
2016-06-29,4300.14,4300.14,4160.0,4264.97,39696.6885,167828396.871,4227.76818957
2016-06-28,4342.26,4376.0,4220.15,4300.0,39648.2172,170888526.985,4310.11881627
2016-06-27,4127.44,4350.0,4053.51,4346.82,42658.1697,179737579.644,4213.43861932
2016-06-26,4385.59,4402.0,4000.0,4127.42,45264.4574,190975323.916,4219.10114217
2016-06-25,4375.29,5026.17,4211.81,4387.37,57485.7616,254490374.686,4427.01579665
2016-06-24,4069.39,4448.07,4067.0,4374.86,72121.8514,309686378.161,4293.93272843
2016-06-23,3913.3,4153.0,3525.01,4069.39,86877.5482,334722892.693,3852.8123736
2016-06-22,4421.15,4499.0,3832.22,3916.39,67085.4719,285738545.973,4259.32080196
2016-06-21,4931.65,4932.38,4188.85,4420.47,76385.8037,349303231.906,4572.88154326
2016-06-20,5096.57,5096.89,4900.0,4931.64,36200.1878,181488311.501,5013.46325892
2016-06-19,5018.74,5119.92,4950.0,5096.97,42977.2108,216555109.445,5038.83582518
2016-06-18,4968.25,5160.0,4851.0,5018.73,49469.9893,247304422.917,4999.07977375
2016-06-17,5129.99,5158.0,4744.47,4968.25,62661.4498,311418627.418,4969.85991246
2016-06-16,4639.04,5175.61,4639.04,5129.99,69682.1271,341900313.219,4906.57113162
2016-06-15,4613.61,4647.06,4508.36,4638.52,40471.8618,185610910.058,4586.17176978
2016-06-14,4712.0,4712.0,4459.16,4614.21,51078.1976,235466021.062,4609.9124896
2016-06-13,4676.12,4793.08,4539.01,4712.0,67609.5292,316715645.504,4684.48233927
2016-06-12,4045.2,4762.5,4030.0,4684.53,79924.7969,347624121.98,4349.39012
2016-06-11,3848.74,4048.83,3845.48,4045.0,28118.8183,109333687.451,3888.27461684
2016-06-10,3825.0,3860.0,3813.0,3849.0,22205.5778,85185936.2247,3836.24047039
2016-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-08,3826.97,3830.87,3805.0,3817.99,7300.2101,27873001.332,3818.10947222
2016-06-07,3818.69,3842.23,3750.0,3826.84,16883.4737,64227335.8104,3804.15410665
2016-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-13,2963.64,2967.0,2955.21,2960.0,3430.9556,10164508.3799,2962.58814304
2016-05-12,2947.26,2972.03,2945.81,2963.64,4456.1954,13178942.0735,2957.44259184
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-25,2971.27,2989.71,2955.0,2977.32,10793.4565,32077011.6063,2971.89427745
2016-04-24,2925.12,2986.4,2911.0,2970.96,35957.586,106003789.368,2948.02296706
2016-04-23,2887.97,2928.53,2876.0,2925.22,25029.8756,72575377.3777,2899.55006319
2016-04-22,2916.98,2918.68,2876.0,2887.97,30521.9961,88284582.2821,2892.49045157
2016-04-21,2871.41,2926.18,2865.36,2917.0,33494.8057,96762057.6641,2888.86756146
2016-04-20,2835.27,2884.47,2828.0,2871.26,32457.6976,92352951.0239,2845.33278244
2016-04-19,2791.0,2847.01,2782.86,2835.4,22792.8959,63858676.824,2801.69211952
2016-04-18,2775.75,2793.04,2775.46,2791.0,16585.5352,46203360.2225,2785.76239267
2016-04-17,2788.99,2799.0,2766.6,2775.46,13969.0006,38887762.9233,2783.8614971
2016-04-16,2785.14,2811.25,2767.13,2788.69,22482.9084,62792427.654,2792.89612077
2016-04-15,2756.34,2794.08,2756.24,2785.15,29266.6348,81177124.1247,2773.70885582
2016-04-14,2752.61,2764.0,2750.0,2756.6,21998.4025,60633932.1856,2756.28797071
2016-04-13,2758.61,2770.0,2735.0,2752.62,22400.6686,61709901.5622,2754.82409316
2016-04-12,2736.26,2775.31,2735.95,2758.82,28595.8878,78872017.036,2758.15941046
2016-04-11,2727.28,2742.0,2716.0,2736.26,21564.4462,58882734.746,2730.54704025
2016-04-10,2706.53,2740.0,2692.96,2727.28,17230.4111,46814927.4282,2716.99422356
2016-04-09,2702.95,2710.3,2653.52,2706.57,25195.51,67822766.2541,2691.85923421
2016-04-08,2734.44,2750.0,2687.2,2702.95,27122.9072,74008339.3302,2728.6285642
2016-04-07,2744.38,2747.1,2714.98,2733.69,16790.2715,45855907.3392,2731.09981213
2016-04-06,2750.6,2755.99,2737.63,2744.38,20769.8155,57050601.5934,2746.80348477
2016-04-05,2724.96,2757.52,2720.01,2750.59,21103.8163,57842015.9314,2740.83204237
2016-04-04,2723.8,2730.0,2715.0,2724.96,17839.8912,48584459.7887,2723.3607674
2016-04-03,2725.02,2730.49,2712.49,2723.86,15333.1692,41723240.2297,2721.11001225
2016-04-02,2703.21,2736.0,2699.44,2725.22,17273.3769,47041301.9426,2723.34137181
2016-04-01,2694.14,2705.0,2677.41,2703.22,19483.9616,52491309.0311,2694.07783226
2016-03-31,2682.35,2720.0,2682.35,2694.17,23410.7703,63208856.2776,2699.99045173
2016-03-30,2704.9,2719.99,2660.12,2682.33,24717.2515,66407017.0974,2686.66672334
2016-03-29,2777.57,2794.3,2644.0,2704.93,37338.2083,101933704.103,2730.01059086
2016-03-28,2793.06,2804.31,2766.0,2777.65,26270.173,73261484.6478,2788.77054398
2016-03-27,2728.5,2820.0,2724.68,2793.11,23091.7369,63944924.8442,2769.16912405
2016-03-26,2727.7,2738.0,2720.0,2728.5,14098.4468,38468037.8256,2728.53019707
2016-03-25,2722.47,2733.56,2710.18,2727.72,19805.4472,53960352.9058,2724.52080283
2016-03-24,2731.13,2733.45,2705.55,2723.0,22591.896,61510189.4227,2722.66610216
2016-03-23,2731.3,2745.0,2723.01,2731.28,24189.7908,66094519.086,2732.33115707
2016-03-22,2686.0,2737.57,2680.0,2731.3,30440.6497,82876122.3366,2722.54774958
2016-03-21,2679.16,2694.0,2655.11,2686.0,22369.7665,59824492.4103,2674.34585919
2016-03-20,2647.81,2687.45,2647.51,2679.16,21342.0879,56963081.2834,2669.04913663
2016-03-19,2655.26,2670.0,2620.13,2647.19,24602.5047,65072093.8822,2644.93776856
2016-03-18,2735.15,2740.0,2621.0,2655.26,42994.0808,115757163.639,2692.39768556
2016-03-17,2736.35,2745.5,2731.2,2735.14,26310.8963,72051994.8235,2738.48499884
2016-03-16,2735.65,2745.0,2715.0,2736.5,24179.1249,66106820.8493,2734.0452197
2016-03-15,2728.21,2750.0,2712.0,2735.67,25922.7705,70878111.583,2734.20279607
2016-03-14,2718.54,2734.0,2712.3,2728.0,21506.8568,58592094.192,2724.34483276
2016-03-13,2708.72,2737.82,2702.11,2718.52,26400.3341,71804155.5923,2719.81995835
2016-03-12,2772.1,2774.91,2680.01,2709.29,40671.4885,110971050.32,2728.47280522
2016-03-11,2735.08,2780.0,2733.59,2771.73,46084.7516,127292049.008,2762.12943737
2016-03-10,2727.17,2741.83,2716.68,2735.08,32629.8508,88976415.5711,2726.84101795
2016-03-09,2726.92,2736.48,2708.27,2727.42,33343.9005,90708399.5746,2720.38958293
2016-03-08,2733.99,2753.33,2711.0,2726.89,38402.2931,104809152.799,2729.24204098
2016-03-07,2711.33,2745.0,2695.16,2734.07,47966.6604,130642044.89,2723.60101371
2016-03-06,2664.59,2742.0,2625.0,2711.33,54892.9379,147776508.979,2692.08598832
2016-03-05,2723.88,2735.0,2611.63,2664.9,61962.9256,166356113.505,2684.76854335
2016-03-04,2781.0,2805.0,2709.0,2723.99,51262.8813,142320420.307,2776.28601237
2016-03-03,2810.0,2821.11,2760.0,2781.02,64270.7059,179788143.639,2797.35753826
2016-03-02,2897.44,2910.0,2802.0,2810.0,76834.8692,221117263.332,2877.82442574
2016-03-01,2916.0,2933.0,2872.14,2897.43,77386.4417,224571040.614,2901.94297193
2016-02-29,2874.2,2943.54,2860.15,2915.72,92581.7606,269563400.309,2911.62534134
2016-02-28,2862.49,2900.0,2793.87,2874.2,67851.8572,192960948.375,2843.85654774
2016-02-27,2863.79,2880.62,2845.0,2862.57,37221.6479,106571642.357,2863.16292722
2016-02-26,2808.33,2870.0,2784.13,2865.25,44428.5722,124997328.239,2813.44463821
2016-02-25,2811.29,2835.0,2770.0,2808.33,45036.8453,126307549.902,2804.53813006
2016-02-24,2782.39,2818.64,2728.29,2811.01,45367.2695,126248134.965,2782.80214692
2016-02-23,2909.55,2922.0,2758.0,2783.28,60533.3509,171424450.786,2831.90089822
2016-02-22,2925.61,2929.0,2880.0,2909.59,44768.7604,130181263.038,2907.85945099
2016-02-21,2910.02,2990.0,2846.47,2925.75,64283.1739,187949195.931,2923.76969786
2016-02-20,2811.04,2941.62,2810.05,2910.01,64120.4422,183782229.184,2866.20339596
2016-02-19,2819.7,2829.37,2782.0,2811.3,43632.4493,122603020.739,2809.90461699
2016-02-18,2786.61,2843.0,2772.88,2819.9,50017.0869,140553422.422,2810.1081277
2016-02-17,2737.55,2807.0,2723.58,2786.0,46843.2186,129826036.103,2771.50119021
2016-02-16,2725.03,2750.0,2710.0,2736.5,37512.8919,102347310.567,2728.3236611
2016-02-15,2762.73,2792.12,2700.0,2725.28,46087.5954,126682011.83,2748.72253
2016-02-14,2653.02,2765.0,2653.0,2763.0,46177.9157,124752333.829,2701.55835182
2016-02-13,2589.89,2657.52,2491.5,2653.0,24611.4536,64578013.7826,2623.90084032
2016-02-12,2578.5,2600.0,2561.2,2588.46,22623.781,58520569.4948,2586.68387458
2016-02-11,2588.76,2599.0,2558.76,2578.5,19848.4912,51332941.1129,2586.23895366
2016-02-10,2539.15,2605.0,2538.69,2588.51,26372.7051,67819601.4717,2571.58305204
2016-02-09,2530.14,2555.0,2521.0,2538.01,11855.4245,30091518.1019,2538.20671726
2016-02-08,2540.0,2553.0,2522.0,2530.14,13801.2369,35062890.2192,2540.56143469
2016-02-07,2535.42,2572.18,2530.0,2539.89,17473.0614,44453377.2233,2544.10925514
2016-02-06,2585.57,2588.0,2513.02,2536.0,32546.97,82803072.7923,2544.11002905
2016-02-05,2597.72,2610.0,2550.0,2585.58,34387.4237,89026346.2891,2588.92166699
2016-02-04,2475.0,2610.0,2470.0,2598.2,34951.9572,88293856.8468,2526.14914643
2016-02-03,2500.16,2505.0,2458.0,2475.29,27654.6433,68801347.7795,2487.87688321
2016-02-02,2499.17,2523.0,2490.01,2500.16,25892.0851,64867050.6176,2505.2849304
2016-02-01,2464.18,2535.59,2457.0,2499.17,47079.4111,117763654.696,2501.38334242
2016-01-31,2518.37,2534.65,2441.53,2463.81,28168.5174,70793803.5036,2513.2243383
2016-01-30,2533.03,2544.0,2505.0,2518.37,47980.1826,121165993.158,2525.33413989
2016-01-29,2522.61,2569.97,2412.8,2533.03,78878.4485,196982131.304,2497.28709235
2016-01-28,2616.97,2621.0,2501.01,2522.77,41358.1563,105205689.363,2543.77126002
2016-01-27,2600.6,2635.0,2593.44,2616.73,29445.2107,77056562.6808,2616.94723349
2016-01-26,2590.07,2645.0,2570.01,2600.51,36763.8328,95830747.4392,2606.65823285
2016-01-25,2673.66,2674.78,2570.0,2590.07,47869.415,126035172.984,2632.89561789
2016-01-24,2562.11,2700.0,2560.02,2673.2,61316.9131,161665195.162,2636.55143399
2016-01-23,2525.18,2609.99,2511.0,2561.47,76587.7135,196563762.774,2566.51822846
2016-01-22,2725.87,2731.0,2489.01,2525.73,95309.483,248836957.89,2610.83105329
2016-01-21,2819.0,2838.98,2696.94,2725.02,83368.9503,231048642.032,2771.39919839
2016-01-20,2522.9,2858.66,2490.22,2819.0,82824.6595,221927932.498,2679.49103368
2016-01-19,2559.99,2564.0,2510.02,2523.99,38607.8013,98114349.7881,2541.30891904
2016-01-18,2534.17,2569.86,2492.01,2560.0,48279.6264,122627695.432,2539.94706621
2016-01-17,2562.13,2594.99,2515.0,2534.19,67897.629,173366659.527,2553.35366021
2016-01-16,2379.01,2587.74,2343.0,2562.13,103300.7193,254039859.444,2459.22643293
2016-01-15,2825.82,2828.0,2372.15,2379.01,80688.293,215644190.979,2672.55859507
2016-01-14,2839.27,2842.1,2810.56,2825.55,28979.7412,81946992.3296,2827.73375249
2016-01-13,2831.0,2867.4,2733.01,2839.17,62021.1035,174509096.847,2813.70512614
2016-01-12,2949.99,2951.0,2831.0,2831.0,34454.9572,100932835.336,2929.41403902
2016-01-11,2944.82,2964.93,2916.0,2949.98,38848.6247,114373951.858,2944.09268645
2016-01-10,2953.16,2960.0,2880.01,2944.28,42908.5211,125118180.104,2915.92851249
2016-01-09,3005.54,3014.6,2933.45,2952.83,48326.775,143588625.301,2971.20230558
2016-01-08,3033.45,3070.01,2970.49,3005.54,72711.5061,219245025.555,3015.27278576
2016-01-07,2816.85,3040.0,2809.05,3033.85,87094.4554,256722333.149,2947.63118927
2016-01-06,2826.68,2830.69,2776.24,2816.85,53659.4255,151133521.408,2816.53260355
2016-01-05,2838.53,2845.0,2810.84,2826.68,49984.0238,141512479.813,2831.15421798
2016-01-04,2813.44,2852.29,2805.8,2838.43,36921.1846,104469890.213,2829.53787492
2016-01-03,2840.12,2845.0,2760.0,2813.43,41808.6051,117638752.176,2813.74496698
2016-01-02,2841.56,2859.98,2823.0,2840.12,30997.3304,88042137.0495,2840.31353389
2016-01-01,2815.25,2871.0,2785.0,2841.58,42337.8059,119978204.385,2833.8314146
2015-12-31,2787.01,2837.97,2715.5,2816.6,40380.866,112224010.847,2779.13828909
2015-12-30,2841.0,2843.08,2749.0,2787.01,46692.8847,130892641.496,2803.2674001
2015-12-29,2757.32,2846.77,2735.0,2841.0,48123.6581,133630607.627,2776.81732651
2015-12-28,2719.85,2785.0,2716.66,2757.52,67205.6395,185174323.596,2755.33906044
2015-12-27,2655.07,2728.7,2580.56,2719.85,54419.6813,145131975.182,2666.90233597
2015-12-26,3007.75,3019.7,2547.99,2655.07,127717.7529,356055949.632,2787.83443607
2015-12-25,3003.08,3025.0,2985.0,3007.75,77089.9287,231899300.286,3008.16597182
2015-12-24,2925.53,3022.77,2922.08,3005.0,102306.047,306505167.972,2995.96335661
2015-12-23,2903.92,2935.0,2901.02,2925.53,77161.7154,225237974.736,2919.03793959
2015-12-22,2913.47,2940.0,2881.5,2903.95,95547.7027,278606005.245,2915.88387133
2015-12-21,2950.02,2950.53,2827.15,2913.47,119984.2371,349198441.553,2910.36931178
2015-12-20,3075.52,3077.57,2869.04,2950.28,111231.0997,335327314.224,3014.69027213
2015-12-19,3074.0,3090.51,3050.0,3075.52,76466.8581,235223083.917,3076.1442246
2015-12-18,3028.36,3090.37,3020.0,3074.43,99171.6091,302989285.92,3055.2018735
2015-12-17,3022.0,3038.03,2980.0,3028.05,83628.8227,252461766.378,3018.83678649
2015-12-16,3090.51,3094.29,2890.0,3022.0,133839.4521,403495711.777,3014.77408526
2015-12-15,2949.44,3096.01,2947.09,3090.72,109785.9471,331820618.551,3022.43253637
2015-12-14,2886.08,2968.9,2856.48,2947.0,97369.5824,284462371.717,2921.47059385
2015-12-13,2867.39,2920.63,2810.0,2886.08,112454.7611,324429044.31,2884.97384314
2015-12-12,2997.02,3127.31,2668.19,2867.34,177126.841,505094877.733,2851.59987544
2015-12-11,2735.92,3000.0,2735.02,2997.01,134731.2209,384009621.556,2850.19031959
2015-12-10,2747.94,2775.0,2706.0,2735.63,93749.089,256643675.436,2737.55913976
2015-12-09,2699.3,2778.04,2677.98,2747.91,240299.337,658380914.904,2739.83658517
2015-12-08,2596.1,2700.0,2563.35,2699.3,83316.6625,216139956.989,2594.19845327
2015-12-07,2570.68,2620.69,2531.0,2596.09,100983.3193,261734953.685,2591.86324533
2015-12-06,2560.01,2655.1,2510.0,2570.7,132592.648,345758863.331,2607.67748851
2015-12-05,2356.37,2571.23,2354.54,2560.0,138241.7137,338722948.226,2450.22243403
2015-12-04,2341.72,2365.0,2288.2,2356.37,67702.1899,157760612.233,2330.21431753
2015-12-03,2327.61,2415.07,2302.02,2341.79,66614.2318,156791135.91,2353.71829222
2015-12-02,2337.06,2343.65,2237.04,2328.45,80766.7874,184805001.662,2288.13114413
2015-12-01,2458.14,2473.0,2279.76,2337.06,93373.4767,221961611.424,2377.13769764
2015-11-30,2382.0,2479.25,2377.07,2458.11,87872.2905,214930685.382,2445.94381413
2015-11-29,2309.0,2390.0,2295.31,2382.0,57176.5358,133057345.386,2327.13198735
2015-11-28,2314.04,2325.0,2270.0,2308.14,61165.9653,140541809.582,2297.71260688
2015-11-27,2258.43,2348.48,2217.17,2314.04,86444.534,197943561.952,2289.83317733
2015-11-26,2088.7,2399.99,2088.23,2258.42,117178.6455,257890810.123,2200.83453792
2015-11-25,2051.81,2095.0,2028.25,2088.7,52427.0,108221490.837,2064.23199568
2015-11-24,2070.0,2070.5,2038.65,2052.61,40776.2967,83877992.1436,2057.02819853
2015-11-23,2080.1,2081.02,2060.0,2070.0,34921.5388,72344165.4873,2071.62020842
2015-11-22,2099.88,2100.2,2060.19,2080.12,35821.1396,74553101.6116,2081.2599053
2015-11-21,2068.01,2110.0,2056.03,2099.88,46535.1427,97215104.9614,2089.06859034
2015-11-20,2087.01,2091.91,2016.47,2068.32,57313.2335,117782975.122,2055.07468222
2015-11-19,2126.96,2130.0,2080.01,2087.8,46655.983,98385369.4832,2108.74068355
2015-11-18,2128.87,2137.0,2100.83,2126.52,42143.7353,89421619.8706,2121.82473229
2015-11-17,2111.95,2140.0,2088.9,2128.3,53425.7558,113202736.516,2118.87945843
2015-11-16,2055.42,2124.01,2019.0,2111.95,54487.4229,111950104.09,2054.60449644
2015-11-15,2124.26,2132.0,2009.99,2055.42,58656.4581,122323002.207,2085.41405618
2015-11-14,2143.0,2155.0,2101.0,2124.26,52730.9886,112159181.261,2127.00698847
2015-11-13,2160.24,2200.0,2080.0,2142.98,79921.9824,171294876.527,2143.27612233
2015-11-12,2025.84,2250.0,2017.59,2160.24,94445.8083,199910911.068,2116.67319774
2015-11-11,2169.99,2199.0,1840.03,2025.67,126759.6948,255407534.319,2014.89546596
2015-11-10,2496.62,2506.0,2080.01,2172.24,77902.5107,183001905.988,2349.11435259
2015-11-09,2479.97,2550.0,2401.0,2496.62,56435.6476,139968719.802,2480.14731387
2015-11-08,2566.1,2599.99,2450.0,2479.0,45786.3825,117165206.386,2558.95312074
2015-11-07,2495.93,2619.75,2478.99,2566.07,63467.9694,162675939.733,2563.11870808
2015-11-06,2636.7,2645.89,2320.0,2496.63,81673.1172,202829942.78,2483.43579545
2015-11-05,2941.78,3100.38,2550.01,2636.7,83407.9369,228981409.614,2745.31918813
2015-11-04,2717.09,3340.42,2708.56,2941.78,123035.2085,373247105.831,3033.66093642
2015-11-03,2352.85,2770.0,2337.41,2717.09,113677.3379,287143639.618,2525.95323678
2015-11-02,2210.01,2388.25,2200.01,2355.73,61905.8196,139274800.706,2249.78526423
2015-11-01,2168.09,2212.01,2126.0,2210.0,44227.3332,95644482.8867,2162.56500147
2015-10-31,2224.98,2265.18,2125.02,2169.4,57782.5188,127109852.763,2199.79771396
2015-10-30,2087.9,2308.0,2075.11,2224.98,92567.6205,202842362.251,2191.28849976
2015-10-29,1992.51,2095.85,1980.0,2087.29,64191.41,130783165.107,2037.39355634
2015-10-28,1906.27,1998.19,1904.27,1993.56,56414.0576,110868110.573,1965.2568046
2015-10-27,1865.88,1918.15,1862.53,1905.27,53642.3461,101625891.771,1894.50870738
2015-10-26,1853.98,1876.0,1839.01,1865.88,49312.643,91630829.0667,1858.16098048
2015-10-25,1835.5,1939.58,1832.79,1854.39,61638.944,116444634.485,1889.14064596
2015-10-24,1792.89,1836.0,1792.89,1835.5,40074.5111,72688633.3956,1813.83706003
2015-10-23,1775.45,1799.21,1767.0,1792.9,36323.1966,64818513.1221,1784.49363463
2015-10-22,1731.91,1782.0,1728.4,1775.46,37866.7337,66425858.3233,1754.20089965
2015-10-21,1753.44,1768.0,1717.0,1731.42,36404.1366,63325677.4544,1739.5187297
2015-10-20,1736.45,1760.0,1730.29,1753.31,31677.9778,55231196.7836,1743.52028189
2015-10-19,1727.63,1752.98,1712.78,1736.22,31723.9529,54919548.6354,1731.16978229
2015-10-18,1802.15,1815.0,1704.94,1726.34,40193.832,71057883.5739,1767.88029501
2015-10-17,1731.62,1837.99,1727.22,1801.76,62789.8383,112510071.479,1791.85158817
2015-10-16,1646.98,1750.0,1645.8,1731.62,46968.84,79480600.1586,1692.19849071
2015-10-15,1628.86,1659.9,1628.02,1646.99,38024.2745,62578240.6761,1645.74450135
2015-10-14,1614.69,1644.97,1608.79,1628.87,32412.4583,52598327.0504,1622.78117147
2015-10-13,1581.29,1615.0,1568.01,1614.99,33773.8393,53844307.5476,1594.26078479
2015-10-12,1587.57,1596.0,1578.73,1581.29,26696.6081,42391267.1015,1587.88962788
2015-10-11,1573.1,1592.0,1572.88,1587.54,22454.5912,35439000.1438,1578.25185184
2015-10-10,1573.45,1579.99,1565.0,1573.16,21419.3964,33698638.7866,1573.27677014
2015-10-09,1565.26,1575.99,1560.11,1573.45,23189.2255,36388838.9277,1569.21320756
2015-10-08,1575.0,1590.0,1562.28,1565.25,23629.8615,37220995.5376,1575.16774009
2015-10-07,1596.24,1604.97,1572.0,1575.0,19019.8371,30248692.9161,1590.37602463
2015-10-06,1556.48,1608.0,1555.4,1596.24,21381.3488,33614281.8493,1572.13102708
2015-10-05,1540.93,1559.0,1536.27,1555.46,21218.4445,32818066.0724,1546.67633965
2015-10-04,1546.15,1549.99,1540.0,1540.94,12365.3292,19097747.374,1544.45927521
2015-10-03,1534.0,1550.0,1531.37,1546.06,12897.7477,19875194.8273,1540.98182796
2015-10-02,1534.99,1543.04,1530.0,1534.0,15738.5896,24189667.6585,1536.96539991
2015-10-01,1527.17,1542.0,1526.17,1534.51,17355.1823,26602270.0986,1532.81421299
2015-09-30,1535.21,1550.0,1521.19,1527.16,21189.8655,32487921.9638,1533.18207535
2015-09-29,1563.06,1574.0,1530.32,1535.21,27815.9869,43149376.462,1551.24377277
2015-09-28,1511.34,1569.8,1508.37,1563.07,22826.1709,35242587.6005,1543.95530266
